Den,Počet
1,0
2,0
3,0
4,0
5,27
6,39
7,7
8,13
9,57
10,19
11,148
12,62
13,148
14,101
15,42
16,63
17,89
18,148
19,163
20,155
21,14
22,59
23,101
24,424
25,111
26,87
27,54
28,54
29,119
30,135
