Den,Počet
1,23
2,60
3,13
4,136
5,146
6,117
7,95
8,22
9,104
10,116
11,98
12,119
13,160
14,143
15,190
16,111
17,67
18,36
19,349
20,178
21,109
22,627
23,256
24,14
25,81
26,143
27,118
28,77
29,95
30,70
31,29
