Den,Počet
1,40
2,93
3,199
4,140
5,189
6,289
7,105
8,109
9,28
10,83
11,227
12,77
13,247
14,83
15,126
16,93
17,40
18,128
19,59
20,241
21,71
22,111
23,12
24,76
25,158
26,93
27,183
28,39
29,119
30,43
