Den,Počet
1,60
2,164
3,111
4,65
5,333
6,211
7,45
8,61
9,190
10,85
11,85
12,52
13,115
14,57
15,71
16,175
17,310
18,329
19,142
20,101
21,19
22,126
23,135
24,74
25,144
26,121
27,50
28,66
29,25
30,39
