Den,Počet
1,39
2,28
3,40
4,21
5,26
6,20
7,21
8,58
9,32
10,42
11,38
12,44
13,17
14,22
15,43
16,21
17,34
18,26
19,39
20,20
21,33
22,41
23,18
24,30
25,25
26,40
27,19
28,20
29,42
30,29
31,53
