Den,Počet
1,188
2,100
3,145
4,75
5,60
6,170
7,91
8,53
9,123
10,66
11,51
12,53
13,68
14,178
15,121
16,125
17,51
18,66
19,50
20,161
21,86
22,81
23,103
24,139
25,100
26,126
27,63
28,48
29,65
30,64
31,130
