Den,Počet
1,10
2,21
3,25
4,21
5,19
6,9
7,14
8,10
9,8
10,24
11,21
12,5
13,5
14,19
15,15
16,25
17,19
18,20
19,18
20,15
21,14
22,22
23,10
24,21
25,10
26,16
27,11
28,23
29,4
30,6
