Den,Počet
1,74
2,157
3,51
4,52
5,68
6,55
7,157
8,126
9,128
10,67
11,5
12,63
13,83
14,143
15,104
16,81
17,10
18,66
19,118
20,69
21,183
22,43
23,138
24,42
25,33
26,148
27,132
28,52
29,88
30,36
