Den,Počet
1,169
2,36
3,67
4,158
5,42
6,131
7,23
8,111
9,76
10,23
11,153
12,89
13,73
14,14
15,92
16,8
17,75
18,166
19,77
20,51
21,29
22,66
23,55
24,56
25,129
26,215
27,108
28,223
29,100
30,41
