Den,Počet
1,60
2,45
3,74
4,41
5,60
6,50
7,91
8,137
9,58
10,188
11,16
12,97
13,11
14,64
15,117
16,41
17,80
18,102
19,106
20,10
21,34
22,105
23,21
24,231
25,192
26,182
27,31
28,33
29,81
30,60
31,145
