Den,Počet
1,10
2,10
3,8
4,5
5,7
6,15
7,12
8,10
9,15
10,20
11,2
12,6
13,14
14,5
15,21
16,8
17,18
18,2
19,3
20,13
21,16
22,4
23,12
24,6
25,10
26,10
27,20
28,4
29,10
30,8
31,17
