Den,Počet
1,17
2,10
3,81
4,40
5,34
6,52
7,62
8,69
9,46
10,118
11,40
12,110
13,92
14,68
15,46
16,17
17,94
18,76
19,41
20,34
21,39
22,21
23,11
24,7
25,15
26,79
27,19
28,20
29,17
30,54
31,8
