Den,Počet
1,13
2,31
3,26
4,53
5,15
6,13
7,13
8,15
9,48
10,33
11,50
12,23
13,32
14,8
15,18
16,39
17,27
18,41
19,26
20,39
21,16
22,18
23,39
24,25
25,37
26,30
27,34
28,14
29,9
30,27
31,19
