Den,Počet
1,5
2,8
3,19
4,4
5,12
6,12
7,8
8,7
9,11
10,19
11,8
12,12
13,10
14,16
15,11
16,8
17,13
18,10
19,18
20,9
21,19
22,4
23,13
24,18
25,13
26,14
27,7
28,4
29,5
30,14
