Den,Počet
1,17
2,19
3,47
4,23
5,49
6,31
7,33
8,25
9,19
10,32
11,29
12,34
13,30
14,37
15,20
16,19
17,47
18,27
19,50
20,31
21,29
22,16
23,21
24,46
25,35
26,45
27,18
28,18
29,11
30,21
