Den,Počet
1,27
2,11
3,25
4,45
5,26
6,38
7,24
8,36
9,13
10,15
11,36
12,20
13,25
14,14
15,30
16,7
17,22
18,33
19,28
20,30
21,26
22,48
23,13
24,26
25,36
26,31
27,41
28,36
29,34
30,9
