Den,Počet
1,9
2,17
3,4
4,18
5,17
6,15
7,12
8,6
9,21
10,6
11,10
12,11
13,9
14,13
15,12
16,16
17,8
18,6
19,12
20,12
21,16
22,9
23,8
24,3
25,15
26,19
27,12
28,17
