Den,Počet
1,9
2,14
3,5
4,3
5,13
6,11
7,13
8,14
9,20
10,8
11,3
12,15
13,7
14,6
15,12
16,15
17,3
18,6
19,8
20,7
21,22
22,6
23,21
24,6
25,8
26,18
27,22
28,12
29,10
30,9
