Den,Počet
1,8
2,15
3,31
4,52
5,34
6,32
7,17
8,21
9,46
10,12
11,45
12,19
13,30
14,15
15,15
16,39
17,18
18,33
19,17
20,33
21,13
22,12
23,22
24,25
25,39
26,18
27,34
28,16
29,13
30,21
