Den,Počet
1,24
2,9
3,15
4,50
5,31
6,33
7,17
8,7
9,9
10,27
11,41
12,27
13,38
14,31
15,30
16,14
17,16
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
