Den,Počet
1,11
2,8
3,41
4,30
5,17
6,11
7,17
8,4
9,14
10,14
11,23
12,21
13,18
14,14
15,9
16,7
17,22
18,23
19,30
20,10
21,15
22,11
23,15
24,16
25,14
26,14
27,11
28,15
29,9
