Den,Počet
1,171
2,15
3,8
4,7
5,13
6,23
7,56
8,9
9,27
10,10
11,8
12,22
13,26
14,37
15,48
16,46
17,27
18,84
19,53
20,59
21,35
22,67
23,10
24,44
25,74
26,37
27,108
28,50
29,165
30,54
