Den,Počet
1,63
2,37
3,81
4,165
5,129
6,96
7,100
8,72
9,52
10,168
11,42
12,82
13,127
14,58
15,94
16,29
17,140
18,53
19,64
20,149
21,66
22,63
23,57
24,63
25,114
26,78
27,117
28,32
29,148
30,47
31,110
