Den,Počet
1,10
2,24
3,36
4,21
5,28
6,42
7,37
8,47
9,27
10,38
11,19
12,28
13,42
14,22
15,36
16,21
17,43
18,15
19,21
20,50
21,32
22,29
23,33
24,32
25,16
26,25
27,46
28,31
29,53
30,34
31,34
