Den,Počet
1,27
2,51
3,61
4,52
5,21
6,40
7,21
8,29
9,49
10,42
11,55
12,40
13,27
14,17
15,12
16,18
17,25
18,12
19,26
20,21
21,15
22,13
23,19
24,19
25,14
26,17
27,12
28,14
29,12
30,19
31,11
