Den,Počet
1,6
2,10
3,13
4,10
5,13
6,13
7,22
8,16
9,12
10,12
11,4
12,10
13,11
14,8
15,15
16,5
17,20
18,6
19,6
20,23
21,8
22,15
23,11
24,10
25,8
26,7
27,19
28,16
29,22
30,13
31,21
