Den,Počet
1,22
2,17
3,49
4,42
5,46
6,27
7,41
8,24
9,15
10,38
11,46
12,58
13,40
14,45
15,18
16,29
17,49
18,39
19,52
20,27
21,27
22,17
23,28
24,34
25,28
26,51
27,32
28,35
29,22
