Den,Počet
1,251
2,130
3,139
4,181
5,58
6,80
7,116
8,93
9,62
10,43
11,38
12,8
13,13
14,33
15,23
16,33
17,11
18,27
19,9
20,7
21,35
22,11
23,18
24,4
25,15
26,9
27,14
28,41
29,16
30,29
31,6
