Den,Počet
1,11
2,15
3,6
4,9
5,0
6,7
7,18
8,4
9,11
10,10
11,13
12,4
13,6
14,17
15,4
16,11
17,6
18,11
19,5
20,5
21,14
22,5
23,6
24,3
25,7
26,3
27,7
28,13
29,3
30,15
31,2
