Den,Počet
1,0
2,0
3,0
4,0
5,85
6,135
7,18
8,59
9,221
10,125
11,355
12,263
13,304
14,152
15,328
16,321
17,211
18,256
19,214
20,165
21,41
22,66
23,120
24,307
25,205
26,130
27,123
28,39
29,103
30,165
