Den,Počet
1,3
2,12
3,14
4,12
5,20
6,12
7,13
8,5
9,13
10,17
11,8
12,22
13,12
14,16
15,10
16,2
17,17
18,10
19,22
20,4
21,23
22,2
23,7
24,15
25,13
26,16
27,9
28,6
29,6
30,15
31,14
