Den,Počet
1,12
2,14
3,6
4,12
5,3
6,12
7,12
8,9
9,10
10,6
11,10
12,10
13,9
14,14
15,6
16,16
17,13
18,13
19,1
20,8
21,17
22,12
23,8
24,10
25,4
26,4
27,2
28,8
29,13
30,13
31,10
