Den,Počet
1,15
2,10
3,7
4,13
5,1
6,3
7,5
8,5
9,1
10,4
11,9
12,11
13,20
14,11
15,10
16,6
17,6
18,11
19,13
20,12
21,5
22,16
23,6
24,9
25,10
26,7
27,10
28,3
29,8
30,2
31,7
