Den,Počet
1,41
2,178
3,125
4,423
5,162
6,101
7,109
8,46
9,95
10,158
11,98
12,145
13,45
14,124
15,51
16,68
17,194
18,163
19,174
20,97
21,251
22,61
23,43
24,66
25,294
26,102
27,93
28,52
29,90
30,84
31,272
