Den,Počet
1,21
2,105
3,95
4,33
5,100
6,83
7,81
8,67
9,119
10,23
11,76
12,83
13,38
14,118
15,85
16,84
17,17
18,43
19,126
20,28
21,111
22,29
23,10
24,18
25,15
26,14
27,35
28,252
29,60
30,110
31,8
