Den,Počet
1,40
2,18
3,22
4,33
5,5
6,21
7,20
8,37
9,13
10,10
11,58
12,35
13,60
14,32
15,41
16,23
17,19
18,52
19,41
20,53
21,28
22,42
23,10
24,16
25,44
26,27
27,39
28,33
29,40
30,9
31,23
