Den,Počet
1,31
2,24
3,39
4,9
5,21
6,50
7,20
8,35
9,27
10,27
11,10
12,20
13,46
14,28
15,56
16,29
17,39
18,7
19,13
20,56
21,37
22,23
23,24
24,35
25,6
26,15
27,36
28,27
29,43
30,29
