Den,Počet
1,17
2,46
3,56
4,49
5,76
6,51
7,49
8,20
9,36
10,51
11,39
12,76
13,40
14,58
15,24
16,52
17,58
18,49
19,68
20,50
21,91
22,36
23,27
24,47
25,82
26,62
27,42
28,35
29,21
30,32
31,67
