Den,Počet
1,264
2,110
3,52
4,120
5,403
6,43
7,74
8,116
9,188
10,109
11,139
12,130
13,65
14,43
15,29
16,41
17,59
18,62
19,114
20,52
21,130
22,164
23,193
24,41
25,107
26,80
27,43
28,59
29,259
30,59
31,124
