Den,Počet
1,54
2,87
3,23
4,30
5,133
6,127
7,133
8,71
9,285
10,136
11,164
12,132
13,108
14,90
15,145
16,81
17,156
18,117
19,139
20,164
21,77
22,118
23,154
24,41
25,87
26,40
27,116
28,38
29,170
30,48
