Den,Počet
1,43
2,43
3,39
4,36
5,44
6,51
7,78
8,41
9,60
10,29
11,41
12,61
13,47
14,41
15,45
16,55
17,21
18,18
19,51
20,27
21,49
22,26
23,21
24,15
25,17
26,21
27,18
28,43
29,29
30,48
31,23
