Den,Počet
1,49
2,36
3,40
4,16
5,25
6,60
7,31
8,51
9,28
10,40
11,18
12,21
13,57
14,26
15,52
16,24
17,19
18,19
19,27
20,64
21,39
22,53
23,37
24,37
25,12
26,19
27,54
28,32
29,51
30,37
