Den,Počet
1,15
2,19
3,15
4,5
5,14
6,15
7,11
8,11
9,7
10,19
11,7
12,8
13,10
14,11
15,18
16,9
17,15
18,4
19,10
20,13
21,2
22,9
23,9
24,17
25,8
26,6
27,15
28,10
