Den,Počet
1,120
2,71
3,44
4,126
5,62
6,142
7,75
8,64
9,44
10,74
11,92
12,77
13,109
14,27
15,27
16,31
17,47
18,67
19,99
20,67
21,21
22,39
23,14
24,6
25,15
26,23
27,44
28,57
29,64
30,27
31,15
