Den,Počet
1,53
2,48
3,239
4,37
5,30
6,107
7,152
8,24
9,150
10,301
11,281
12,228
13,32
14,186
15,38
16,28
17,95
18,90
19,76
20,56
21,115
22,83
23,35
24,80
25,48
26,206
27,150
28,200
29,53
30,59
31,55
