Den,Počet
1,120
2,96
3,43
4,66
5,195
6,94
7,172
8,39
9,132
10,25
11,37
12,123
13,106
14,208
15,93
16,199
17,67
18,64
19,96
20,197
21,65
22,181
23,173
24,20
25,42
26,44
27,165
28,133
29,106
30,93
