Den,Počet
1,13
2,14
3,6
4,4
5,12
6,8
7,17
8,6
9,13
10,4
11,3
12,15
13,12
14,21
15,2
16,11
17,4
18,7
19,15
20,10
21,15
22,15
23,16
24,1
25,3
26,9
27,10
28,15
29,17
30,13
