Den,Počet
1,23
2,29
3,50
4,47
5,43
6,32
7,36
8,36
9,34
10,43
11,32
12,38
13,31
14,29
15,34
16,32
17,40
18,39
19,38
20,61
21,56
22,30
23,40
24,55
25,59
26,69
27,53
28,69
29,24
30,22
