Den,Počet
1,15
2,16
3,14
4,5
5,14
6,13
7,15
8,17
9,13
10,10
11,4
12,6
13,21
14,11
15,31
16,9
17,15
18,7
19,5
20,23
21,11
22,19
23,6
24,17
25,10
26,4
27,13
28,8
29,17
30,9
31,10
