Den,Počet
1,4
2,15
3,14
4,22
5,8
6,10
7,10
8,10
9,16
10,7
11,19
12,3
13,10
14,9
15,7
16,16
17,10
18,12
19,12
20,11
21,5
22,8
23,13
24,10
25,18
26,8
27,15
28,9
29,4
30,19
31,12
