Den,Počet
1,34
2,17
3,95
4,93
5,89
6,45
7,85
8,43
9,15
10,53
11,42
12,64
13,24
14,112
15,245
16,119
17,70
18,15
19,47
20,89
21,226
22,19
23,64
24,124
25,102
26,120
27,158
28,174
29,21
30,18
