Den,Počet
1,6
2,8
3,28
4,8
5,24
6,11
7,11
8,9
9,6
10,19
11,15
12,18
13,25
14,14
15,8
16,15
17,18
18,12
19,28
20,13
21,7
22,6
23,18
24,24
25,6
26,20
27,13
28,24
29,9
30,15
31,15
