Den,Počet
1,37
2,52
3,27
4,41
5,9
6,12
7,34
8,26
9,33
10,36
11,29
12,15
13,20
14,33
15,31
16,33
17,15
18,30
19,11
20,10
21,40
22,20
23,49
24,18
25,24
26,22
27,13
28,26
29,35
30,42
