Den,Počet
1,120
2,201
3,61
4,62
5,181
6,21
7,134
8,223
9,129
10,90
11,18
12,72
13,3
14,37
15,123
16,100
17,50
18,81
19,101
20,60
21,100
22,165
23,131
24,165
25,116
26,98
27,65
28,70
29,60
30,182
