Den,Počet
1,19
2,22
3,8
4,7
5,20
6,10
7,15
8,14
9,14
10,6
11,9
12,15
13,14
14,20
15,7
16,19
17,6
18,6
19,27
20,14
21,16
22,8
23,10
24,2
25,11
26,4
27,3
28,5
29,2
30,2
31,2
