Den,Počet
1,23
2,31
3,29
4,26
5,23
6,28
7,7
8,7
9,22
10,21
11,17
12,19
13,25
14,12
15,18
16,16
17,11
18,14
19,17
20,30
21,27
22,34
23,47
24,51
25,55
26,35
27,24
28,24
29,21
30,0
