Den,Počet
1,35
2,77
3,158
4,102
5,129
6,36
7,123
8,69
9,112
10,214
11,207
12,254
13,157
14,173
15,70
16,81
17,184
18,145
19,196
20,92
21,95
22,75
23,95
24,91
25,49
26,212
27,93
28,67
29,61
