Den,Počet
1,18
2,17
3,9
4,6
5,10
6,16
7,15
8,17
9,15
10,5
11,4
12,11
13,14
14,22
15,14
16,33
17,25
18,17
19,23
20,24
21,21
22,15
23,12
24,28
25,11
26,15
27,29
28,31
29,35
30,19
