Den,Počet
1,41
2,162
3,523
4,294
5,59
6,120
7,62
8,223
9,91
10,67
11,163
12,54
13,48
14,24
15,110
16,58
17,237
18,25
19,109
20,33
21,17
22,192
23,70
24,24
25,25
26,34
27,28
28,30
29,48
30,15
31,13
