Den,Počet
1,187
2,87
3,44
4,36
5,215
6,220
7,79
8,77
9,149
10,24
11,188
12,140
13,57
14,430
15,50
16,124
17,92
18,89
19,210
20,37
21,52
22,58
23,27
24,17
25,37
26,32
27,27
28,140
29,26
30,11
31,18
