Den,Počet
1,38
2,31
3,40
4,24
5,54
6,17
7,20
8,45
9,30
10,42
11,15
12,21
13,10
14,22
15,36
16,29
17,37
18,27
19,27
20,11
21,20
22,42
23,34
24,37
25,34
26,41
27,19
28,22
29,37
30,33
