Den,Počet
1,11
2,12
3,8
4,18
5,2
6,5
7,9
8,8
9,10
10,16
11,16
12,7
13,8
14,14
15,18
16,14
17,6
18,11
19,5
20,2
21,13
22,8
23,16
24,6
25,9
26,10
27,4
28,11
29,10
30,17
