Den,Počet
1,14
2,8
3,11
4,5
5,18
6,2
7,12
8,21
9,14
10,19
11,2
12,13
13,2
14,16
15,21
16,10
17,17
18,9
19,6
20,4
21,3
22,28
23,6
24,8
25,3
26,11
27,6
28,6
29,10
30,13
