Den,Počet
1,13
2,11
3,6
4,4
5,6
6,11
7,3
8,3
9,10
10,6
11,5
12,5
13,8
14,3
15,2
16,9
17,1
18,7
19,7
20,13
21,10
22,16
23,23
24,22
25,21
26,17
27,8
28,14
29,3
30,0
